Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
tantalum antimonide (TaSb),18.8280,8.0300,167,2.3380,6643.0000,14000.0000,36.7267,37.1122,738,0.0550,770.0000,2.0412
tantalum antimonide (TaSb),18.8280,8.0300,167,2.3380,6643.0000,14000.0000,36.7267,37.1122,738,0.0775,1085.0000,2.8762
tantalum antimonide (TaSb),18.8280,8.0300,167,2.3380,6643.0000,14000.0000,36.7267,37.1122,738,0.1000,1400.0000,3.7112
tantalum antimonide (TaSb),18.8280,8.0300,167,2.3380,6643.0000,14000.0000,36.7267,37.1122,738,451.8720,6326208.0000,16769.9564
tantalum antimonide (TaSb),18.8280,8.0300,167,2.3380,6643.0000,14000.0000,36.7267,37.1122,738,313.8000,4393200.0000,11645.8030
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,0.0100,79.9000,0.4622
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,0.0325,259.6750,1.5022
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,0.0550,439.4500,2.5422
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,0.0775,619.2250,3.5822
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,0.1000,799.0000,4.6222
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,261.0720,2085965.2800,12067.2820
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,496,181.3000,1448587.0000,8380.0569
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,0.0100,16.5000,0.5501
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,0.0325,53.6250,1.7877
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,0.0550,90.7500,3.0253
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,0.0775,127.8750,4.2629
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,0.1000,165.0000,5.5005
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,6.3360,10454.4000,348.5133
soil sandy dry,0.2640,0.2000,795,1.3120,588.0000,1650.0000,53.4569,55.0052,687,4.4000,7260.0000,242.0231
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,0.0100,31.8000,0.8616
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,0.0325,103.3500,2.8003
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,0.0550,174.9000,4.7389
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,0.0775,246.4500,6.6775
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,0.1000,318.0000,8.6162
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,230.9520,734427.3600,19899.2550
calcium fluoride (CaF2) (single xtal),9.6230,2.5900,1167,3.7110,5976.0000,3180.0000,16.8591,86.1619,127,160.3833,510019.0000,13818.9271
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,0.0100,32.1000,0.5816
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,0.0325,104.3250,1.8900
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,0.0550,176.5500,3.1985
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,0.0775,248.7750,4.5070
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,0.1000,321.0000,5.8155
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,2108.7360,6769042.5600,122633.8584
silicon carbide (SiC) (single xtal),87.8640,40.4000,678,2.1760,13826.0000,3210.0000,74.5637,58.1551,653,1464.4000,4700724.0000,85162.4017
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,0.0100,84.7000,0.4125
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,0.0325,275.2750,1.3408
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,0.0550,465.8500,2.2690
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,0.0775,656.4250,3.1972
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,0.1000,847.0000,4.1254
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,319.3200,2704640.4000,13173.3141
nickel alloy inconel (wrought  annld),13.3050,3.4800,452,3.8280,7136.0000,8470.0000,50.7370,41.2543,474,221.7500,1878222.5000,9148.1348
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,0.0100,77.2000,0.2040
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,0.0325,250.9000,0.6629
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,0.0550,424.6000,1.1219
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,0.0775,598.3000,1.5809
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,0.1000,772.0000,2.0398
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,702.9120,5426480.6400,14338.3069
steel stainless ha (cast),29.2880,7.5600,502,3.8750,10655.0000,7720.0000,49.4100,20.3984,713,488.1333,3768389.3333,9957.1575
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,0.0100,24.6000,0.5881
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,0.0325,79.9500,1.9112
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,0.0550,135.3000,3.2344
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,0.0775,190.6500,4.5576
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,0.1000,246.0000,5.8808
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,939.8880,2312124.4800,55272.5735
calcium boride (CaB6),39.1620,12.7000,1255,3.0870,10996.0000,2460.0000,28.8099,58.8076,122,652.7000,1605642.0000,38383.7316
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,0.0100,45.0000,0.5870
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,0.0325,146.2500,1.9078
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,0.0550,247.5000,3.2285
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,0.0775,348.7500,4.5493
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,0.1000,450.0000,5.8700
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,220.9200,994140.0000,12968.0740
titanium alloy (Ti Bal Al4 Cu2 Zr2),9.2050,3.7600,544,2.4480,4746.0000,4500.0000,74.7769,58.7003,776,153.4167,690375.0000,9005.6070
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,0.0100,50.0000,0.6667
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,0.0325,162.5000,2.1669
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,0.0550,275.0000,3.6670
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,0.0775,387.5000,5.1672
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,0.1000,500.0000,6.6673
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,235.9680,1179840.0000,15732.8030
nickel oxide (NiO) (polyxtal  68-74 d),9.8320,3.2600,603,3.0150,5442.0000,5000.0000,44.8436,66.6735,505,163.8667,819333.3333,10925.5576
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,0.0100,85.5600,0.6028
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,0.0325,278.0700,1.9592
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,0.0550,470.5800,3.3156
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,0.0775,663.0900,4.6719
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,0.1000,855.6000,6.0283
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,241.0080,2062064.4480,14528.6460
dysprosium,10.0420,6.7800,173,1.4800,3858.0000,8556.0000,56.1805,60.2828,228,167.3667,1431989.2000,10089.3375
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,0.0100,17.0000,0.6074
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,0.0325,55.2500,1.9742
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,0.0550,93.5000,3.3410
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,0.0775,131.7500,4.7077
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,0.1000,170.0000,6.0745
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,24.0960,40963.2000,1463.7026
mock h.e. lm-04-0 h4-048-a294-3,1.0040,0.6100,962,1.6350,1282.0000,1700.0000,50.6948,60.7446,428,16.7333,28446.6667,1016.4601
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,0.0100,85.0000,0.6011
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,0.0325,276.2500,1.9535
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,0.0550,467.5000,3.3059
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,0.0775,658.7500,4.6583
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,0.1000,850.0000,6.0107
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,210.8640,1792344.0000,12674.4657
thorium carbide (ThC) (80 pc dense),8.7860,6.0300,172,1.4620,3579.0000,8500.0000,56.3239,60.1073,759,146.4333,1244683.3333,8801.7123
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,0.0100,4.3000,0.4347
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,0.0325,13.9750,1.4128
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,0.0550,23.6500,2.3908
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,0.0775,33.3250,3.3689
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,0.1000,43.0000,4.3470
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,6.0240,2590.3200,261.8624
kaolin brick,0.2510,0.7500,774,0.3330,289.0000,430.0000,52.5107,43.4699,316,4.1833,1798.8333,181.8489
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,0.0100,46.0000,0.5842
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,0.0325,149.5000,1.8985
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,0.0550,253.0000,3.2128
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,0.0775,356.5000,4.5272
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,0.1000,460.0000,5.8415
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,220.9200,1016232.0000,12905.1043
titanium alloy (Ti Bal Sn5.5 Al2),9.2050,3.8300,523,2.4060,4706.0000,4600.0000,74.8723,58.4153,782,153.4167,705716.6667,8961.8780
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,0.0100,88.5000,0.1446
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,0.0325,287.6250,0.4698
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,0.0550,486.7500,0.7950
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,0.0775,685.8750,1.1203
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,0.1000,885.0000,1.4455
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,1456.0320,12885883.2000,21047.2338
nickel alloy 330 (Ni99.55) (annealed),60.6680,14.9000,460,4.0710,15719.0000,8850.0000,35.9013,14.4552,453,1011.1333,8948530.0000,14616.1346
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0100,86.3000,0.2321
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0325,280.4750,0.7542
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0550,474.6500,1.2763
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0775,668.8250,1.7984
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.1000,863.0000,2.3206
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,642.6720,5546259.3600,14913.5675
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,446.3000,3851569.0000,10356.6441
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,0.0100,80.0000,0.4810
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,0.0325,260.0000,1.5631
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,0.0550,440.0000,2.6453
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,0.0775,620.0000,3.7275
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,0.1000,800.0000,4.8096
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,261.0720,2088576.0000,12556.5685
nickel iron alloy invar (Fe64 Ni36),10.8780,2.6400,515,4.1200,6692.0000,8000.0000,49.6018,48.0962,504,181.3000,1450400.0000,8719.8392
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,0.0100,5.4000,0.6081
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,0.0325,17.5500,1.9763
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,0.0550,29.7000,3.3445
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,0.0775,41.8500,4.7127
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,0.1000,54.0000,6.0809
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,3.4080,1840.3200,207.2357
teak wood (across grain),0.1420,0.1200,2301,1.2430,420.0000,540.0000,54.5826,60.8086,746,2.3667,1278.0000,143.9137
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.0100,0.0759,0.3858
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.0325,0.2467,1.2540
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.0550,0.4174,2.1221
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.0775,0.5882,2.9903
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.1000,0.7590,3.8584
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.1200,0.9108,4.6301
bromine (gas),0.0050,2.5900,234,0.0020,3.0000,7.5900,51.9268,38.5842,106,0.0833,0.6325,3.2154
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,0.0100,41.0000,0.7459
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,0.0325,133.2500,2.4242
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,0.0550,225.5000,4.1024
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,0.0775,317.7500,5.7807
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,0.1000,410.0000,7.4589
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,110.4480,452836.8000,8238.2589
calcium titanate (cao.tio2),4.6020,1.5400,728,2.9850,3706.0000,4100.0000,50.3029,74.5895,130,76.7000,314470.0000,5721.0131
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,0.0100,129.0000,0.2214
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,0.0325,419.2500,0.7195
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,0.0550,709.5000,1.2176
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,0.0775,999.7500,1.7157
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,0.1000,1290.0000,2.2138
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,1435.9440,18523677.6000,31789.0173
tungsten titanium carbide km,59.8310,12.3000,377,4.8630,17049.0000,12900.0000,24.5866,22.1381,839,997.1833,12863665.0000,22075.7065
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,0.0100,116.0000,0.1564
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,0.0325,377.0000,0.5081
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,0.0550,638.0000,0.8599
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,0.0775,899.0000,1.2117
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,0.1000,1160.0000,1.5635
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,1024.2480,11881276.8000,16014.2527
tungsten titanium carbide k81,42.6770,9.7700,377,4.3730,13654.0000,11600.0000,34.5695,15.6351,836,711.2833,8250886.6667,11121.0088
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,0.0100,56.0000,0.3089
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,0.0325,182.0000,1.0039
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,0.0550,308.0000,1.6989
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,0.0775,434.0000,2.3939
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,0.1000,560.0000,3.0889
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,873.6240,4892294.4000,26985.0852
vanadium carbide (VC),36.4010,12.5000,519,2.9060,10284.0000,5600.0000,50.4579,30.8887,870,606.6833,3397426.6667,18739.6425
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,0.0100,32.4000,0.7077
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,0.0325,105.3000,2.3000
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,0.0550,178.2000,3.8923
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,0.0775,251.1000,5.4846
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,0.1000,324.0000,7.0769
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,31.1280,100854.7200,2202.8912
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,64,21.6167,70038.0000,1529.7856
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,0.0100,140.0000,0.4622
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,0.0325,455.0000,1.5021
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,0.0550,770.0000,2.5420
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,0.0775,1085.0000,3.5820
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,0.1000,1400.0000,4.6219
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,1295.3760,18135264.0000,59870.9756
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,824,899.5667,12593933.3333,41577.0664
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,0.0100,0.0018,0.6289
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,0.0325,0.0058,2.0439
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,0.0550,0.0099,3.4589
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,0.0775,0.0140,4.8738
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,0.1000,0.0180,6.2888
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,3.3600,0.6048,211.3047
deuterium,0.1400,110.0000,7113,0.0010,13.0000,0.1800,56.8378,62.8883,216,2.3333,0.4200,146.7394
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,0.0100,87.5000,0.2562
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,0.0325,284.3750,0.8325
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,0.0550,481.2500,1.4089
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,0.0775,678.1250,1.9852
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,0.1000,875.0000,2.5615
bronze silicon low,54.3920,16.5000,377,3.2990,13388.0000,8750.0000,38.0748,25.6155,116,1305.4080,11422320.0000,33438.6512
